"","X","Date","Price","Text","bing_score","nrc_score","afin_score"
"20705",20705,"2015-04-12",56.82," sarzitron the best part about realdonaldtrump running for president will be hillaryclinton losing i hate her so much ",-1,-1,-1
"20707",20707,"2015-04-12",56.82," washpostjobs who s excited for the hundreds of jobs trump is bringing to dc by restoring the post office into his newest hotel we are ",1,1,1
"20709",20709,"2015-04-12",56.82," garycassard washpostjobs hundreds of jobs trump is bringing to dc by restoring the post office rain or shine trump delivers ",1,1,1
"20710",20710,"2015-04-12",56.82," knuckldraginsam realdonaldtrump chris owens hillaryclinton yeah first question list your major accomplishments trump prez ",1,1,1
"20713",20713,"2015-04-12",56.82," josh leonard if america was as successful and planned like realdonaldtrump we would be in good shape ",1,1,1
"20715",20715,"2015-04-12",56.82," gkohlschmidt slumpcityusa run donald run we are sick of stupid politicians who don t know how to run anything except a campaign ",-1,-1,-1
"20717",20717,"2015-04-12",56.82," richardallen it will be my first time voting and it would be an honor to vote for realdonaldtrump america needs your leadership ",1,1,1
"20721",20721,"2015-04-12",56.82,"how do third rate talents with no smarts like ron fournier get so much time on television news boring guy really bad for ratings ",-1,-1,-1
"20724",20724,"2015-04-12",56.82," t mobile has so many service complaints a total joke ",-1,-1,1
"20727",20727,"2015-04-12",56.82," kenofdfl realpro real politico gop speakerboehner she s a dishonest and deceitful person trump blows her outta the water ",-1,-1,-1
"20728",20728,"2015-04-12",56.82," mayrazayago this is our favorite tower in chicago we love it we sit in front of it just to contemplate it ",1,1,1
"20729",20729,"2015-04-12",56.82," soyerjanis realdonaldtrump boris don t be so insecure because you know hillaryclinton will lose against trump",-1,-1,-1
"20732",20732,"2015-04-12",56.82," danrebellato tmobile i bet they try to ignore the many mocking remarks they receive and wrongly think it makes them look dignified ",-1,-1,-1
"20734",20734,"2015-04-12",56.82," kraftywurker some democrats think rand paul is a threat wait until realdonaldtrump gets cranked up trumpmeister ",-1,-1,-1
"20735",20735,"2015-04-12",56.82," kraftywurker some think democrats think rand paul is a threat wait until realdonaldtrump gets cranked up trumpmeister ",-1,-1,-1
"20737",20737,"2015-04-12",56.82," bestbergerever mr realdonaldtrump i agree t mobile stinks just buy the company amp turn it into trump mobile trump prez",1,1,1
"20740",20740,"2015-04-12",56.82," chris r wendypeters what i admire is that donald trump loves this country he will put country over self and make america great ",1,1,1
"20742",20742,"2015-04-12",56.82," rosesroi foxnews trump for president please your interview on fox gave hope again for this country will work on your campaign ",1,1,1
"20748",20748,"2015-04-12",56.82," mjpomor realdonaldtrump mayrazayago this building is awesome kind of neat if donald becomes either the potus or the vpotus mk ",1,1,1
"20750",20750,"2015-04-12",56.82," bestbergerever realdonaldtrump hope you ll tell america you re running prez soon we need you in charge trump prez",1,1,1
"20752",20752,"2015-04-12",56.82," talkernewyorker i say flag day perfect for an announcement of the presidential variety realdonaldtrump my birthday interesting ",1,1,1
"20754",20754,"2015-04-12",56.82," bkrafttt my only goal in life is to be a successful man much like realdonaldtrump ",1,1,1
"20755",20755,"2015-04-12",56.82," downfallofusa realdonaldtrump when r people going wake up amp c that obama favors everyone but americans obama is our worst enemy ",-1,-1,-1
"20756",20756,"2015-04-12",56.82," jacobsensusan realdonaldtrump love trump tower in chicago beautiful building ",1,1,1
"20757",20757,"2015-04-12",56.82," tmobile gives terrible service and has many complaints just check ",-1,-1,-1
"20759",20759,"2015-04-12",56.82," myintersperse everyone including johnlegere knows tmobile sucks realdonaldtrump why don t you buy tmobile amp call it trumpmobile ",-1,1,-1
"20762",20762,"2015-04-12",56.82," princessdaytura tmobile thank you for having the courage to speak out against corporate coruption much respect mr trump trump prez ",1,1,1
"20766",20766,"2015-04-13",57.14," belllabooo realdonaldtrump tshakro yes yes yes i m so sick of lying politicians ",-1,-1,-1
"20774",20774,"2015-04-13",57.14," bobbylcarrier north charleston sc we are glad to have donald trump onsite at leeds park realdonaldtrump chs bobcaldwellchs ",1,1,1
"20776",20776,"2015-04-13",57.14," doctor platek realdonaldtrump you said it best let s make america great again trump ",1,1,1
"20781",20781,"2015-04-13",57.14,"will be on foxandfriends at this morning enjoy ",1,1,1
"20782",20782,"2015-04-14",57.69," wildcatthad trumpdoral realdonaldtrump i disagree only because trump in vegas was amazing trumplasvegas",1,-1,1
"20783",20783,"2015-04-14",57.69," scook realdonaldtrump we need trump for president i agree ",1,1,1
"20787",20787,"2015-04-14",57.69," lhcam this country desperately needs accountability realdonaldtrump in ",-1,1,-1
"20788",20788,"2015-04-14",57.69," morangary realdonaldtrump we need one smart president trump ",1,1,1
"20790",20790,"2015-04-14",57.69,"see the amazing views from trumpgolfla located directly on the pacific ocean  t co mg gouicy ",1,1,1
"20797",20797,"2015-04-15",59.32," m a w realdonaldtrump from my european point of view usa needs a president like you to get a lot of things right trump ",1,1,1
"20798",20798,"2015-04-15",59.32," elizawindso bretbaier realdonaldtrump his biggest asset is that he isn t a professional liar like the rest of them ",-1,1,1
"20799",20799,"2015-04-15",59.32," pare hajmaja realdonaldtrump trump wants low taxes strong defense and jobs trump is good at creating jobs ",1,1,1
"20800",20800,"2015-04-15",59.32,"today is april th obama s favorite day of the year t e a taxed enough already ",1,1,1
"20801",20801,"2015-04-15",59.32," topsurveys realdonaldtrump marianorivera erictrump such a class act i adore that man and all he stands for a classy trio ",1,1,1
"20803",20803,"2015-04-15",59.32," wingsunchained realdonaldtrump is not a professional liar like politicians i was watching cruz but donald also has my attention now ",-1,1,-1
"20813",20813,"2015-04-15",59.32," dashing you ve said mexico is not a friend i agree usa faces mexico tomorrow in soccer ussoccer could use a shout out from you ",1,1,1
"20820",20820,"2015-04-16",60.13," theqtan realdonaldtrump please run for president the country needs you trump ",1,1,1
"20821",20821,"2015-04-16",60.13," john siracusa great hearing you realdonaldtrump speak with donimus on theimusshow this am you enhance the dialogue on all programs",1,-1,1
"20827",20827,"2015-04-16",60.13," bourbon brain realdonaldtrump has accomplished more in his career than any other candidate has promised in theirs nhpolitics ",1,1,1
"20828",20828,"2015-04-16",60.13,"rodolfo rosas moya and his pals in mexico owe me a lot of money disgusting amp slow mexico court system mexico is not a u s friend ",-1,1,-1
"20833",20833,"2015-04-16",60.13," samrator i must b out of touch tedcruz realdonaldtrump amp scottwalker r my top picks for gop presidential pick teaparty ",1,1,1
"20835",20835,"2015-04-16",60.13," saralevenson if you re interested in balancing work and pleasure stop instead make your work more pleasurable realdonaldtrump ",1,1,1
"20838",20838,"2015-04-16",60.13," m foresta realdonaldtrump i d think you make a great president but i would really miss theapprentice been a fan since the beginning ",-1,1,1
"20841",20841,"2015-04-16",60.13," charlieg dc rt realdonaldtrump success requires effort and focus nothing less ",1,1,1
"20843",20843,"2015-04-16",60.13,"america will never be destroyed from the outside if we falter and lose our freedomsit will be because we destroyed ourselves a lincoln",-1,-1,-1
"20845",20845,"2015-04-16",60.13," the jeffryes if realdonaldtrump runs for president my pride as an american will never be stronger trumpforpresident trump ",1,1,1
"20848",20848,"2015-04-16",60.13," kmiddlebrook realdonaldtrump wakeupamerica donald s policies are the real game plan to win he s also the only to beat hillary ",1,1,1
"20850",20850,"2015-04-16",60.13," bethandersonesq i watched your interview on neil cavuto today your fiscal policy as president would be better than anyone s go mr trump",1,1,1
"20851",20851,"2015-04-16",60.13," if your actions inspire others to dream more learn more do more and become more you are a leader john quincy adams",1,1,1
"20852",20852,"2015-04-16",60.13," bestphotosever i hope you ll announce you re running for president soon america needs a smart leader w true love for country like you ",1,1,1
"20854",20854,"2015-04-16",60.13," michaeljacks ag friendly friday michael jackson with donald trump michael ",1,1,1
"20855",20855,"2015-04-16",60.13," caitlynharman melania would make a fantastic first lady she has the charm that reminds me of classy jackie o trump melaniatrump ",1,1,1
"20856",20856,"2015-04-16",60.13," backontrackusa the best thing about you becoming president would be getting to see you tell all of obama s lackeys you re fired ",-1,1,1
"20858",20858,"2015-04-16",60.13," kakatshozi ivanka trump would be the cutest first daughter in us history if donaldtrump became president elegantclassy and adorable ",1,1,1
"20859",20859,"2015-04-16",60.13," m foresta realdonaldtrump i d think you make a great president but i would really miss theapprentice been a fan since the beginning ",-1,1,1
"20861",20861,"2015-04-16",60.13,"with our brand new tennis performance center trumpgolfdc offers countless activities along with top courses ",1,1,1
"20862",20862,"2015-04-16",60.13," lkoja realdonaldtrump is a true leader we need for this country trump ",1,1,1
"20865",20865,"2015-04-16",60.13,"the top course on the west coast trumpgolfla overlooks pacific ocean amp offers a luxurious public golf experience ",1,1,1
"20874",20874,"2015-04-16",60.13,"others claim they can make america great again but only one knows the art of the deal it s time for an outsider ",-1,1,1
"20875",20875,"2015-04-16",60.13," rickyricardo realdonaldtrump would pick the strongest cabinet in history if he was president true ",1,1,1
"20882",20882,"2015-04-17",61.31," antonio annesi realdonaldtrump run for president please trump ",1,1,1
"20884",20884,"2015-04-17",61.31," mleitzmann one of the st amp best sites when st coming to the us trumptowerny inspiration realdonaldtrump ",1,1,1
"20886",20886,"2015-04-17",61.31," bretbaier don t miss the nd half of my interview with realdonaldtrump over on the blog ",-1,1,-1
"20894",20894,"2015-04-17",61.31," bretbaier why do you have george will on your show he s exhausted boring and not even a little relevant waste of good air time ",-1,-1,-1
"20897",20897,"2015-04-17",61.31,"i do what i do out of pure enjoyment hopefully nobody does it better theres a beauty to making a great deal it s my canvas ",1,1,1
"20898",20898,"2015-04-17",61.31," bridgetmarie out of all the politicians in washington not one can savesaeed imprisoned and tortured in iran for being a christian",-1,-1,-1
"20899",20899,"2015-04-18",61.31," dmanhomee i support donaldtrump for he is the only candidate that will return this country to the great country it once was ",1,1,1
"20900",20900,"2015-04-18",61.31,"just returned from new hampshire where the crowd was great and got a beautiful standing ovation wonderful people who truly love the u s a ",1,1,1
"20903",20903,"2015-04-18",61.31," sebastian rey cnbc ford is planning a investment realdonaldtrump in mexico the u s is getting killed ",-1,1,-1
"20905",20905,"2015-04-18",61.31," drhardick realdonaldtrump mleitzmann trumptowerny love love love that wall memories forever architecture nyc ",1,1,1
